Region/Country/Area,,Year,Series,Value,Footnotes,Source
728,South Sudan,2010,Population annual rate of increase (percent),5.9,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
728,South Sudan,2010,Total fertility rate (children per women),5.4,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
728,South Sudan,2010,"Infant mortality for both sexes (per 1,000 live births)",69.4,,"United Nations Statistics Division, New York, ""Demographic Yearbook 2020"" and the demographic statistics database, last accessed June 2022."
728,South Sudan,2010,"Maternal mortality ratio (deaths per 100,000 population)","1,100",,"World Health Organization (WHO), the United Nations Children's Fund (UNICEF), the United Nations Population Fund (UNFPA), the World Bank and the United Nations Population Division, ""Trends in Maternal Mortality 2000 - 2017."""
728,South Sudan,2010,Life expectancy at birth for both sexes (years),54.8,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
728,South Sudan,2010,Life expectancy at birth for males (years),53.7,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
728,South Sudan,2010,Life expectancy at birth for females (years),55.8,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
728,South Sudan,2015,Population annual rate of increase (percent),1.1,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
728,South Sudan,2015,Total fertility rate (children per women),4.9,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
728,South Sudan,2015,"Infant mortality for both sexes (per 1,000 live births)",63.8,,"United Nations Statistics Division, New York, ""Demographic Yearbook 2020"" and the demographic statistics database, last accessed June 2022."
728,South Sudan,2015,"Maternal mortality ratio (deaths per 100,000 population)","1,110",,"World Health Organization (WHO), the United Nations Children's Fund (UNICEF), the United Nations Population Fund (UNFPA), the World Bank and the United Nations Population Division, ""Trends in Maternal Mortality 2000 - 2017."""
728,South Sudan,2015,Life expectancy at birth for both sexes (years),55.6,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
728,South Sudan,2015,Life expectancy at birth for males (years),53.9,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
728,South Sudan,2015,Life expectancy at birth for females (years),57.2,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
728,South Sudan,2017,Population annual rate of increase (percent),-4.1,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
728,South Sudan,2017,Total fertility rate (children per women),4.8,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
728,South Sudan,2017,"Infant mortality for both sexes (per 1,000 live births)",63.9,,"United Nations Statistics Division, New York, ""Demographic Yearbook 2020"" and the demographic statistics database, last accessed June 2022."
728,South Sudan,2017,"Maternal mortality ratio (deaths per 100,000 population)","1,150",,"World Health Organization (WHO), the United Nations Children's Fund (UNICEF), the United Nations Population Fund (UNFPA), the World Bank and the United Nations Population Division, ""Trends in Maternal Mortality 2000 - 2017."""
728,South Sudan,2017,Life expectancy at birth for both sexes (years),55.3,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
728,South Sudan,2017,Life expectancy at birth for males (years),53.5,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
728,South Sudan,2017,Life expectancy at birth for females (years),57.1,,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2020 and Secretariat for the Pacific Community (SPC) for small countries or areas, last accessed July 2022."
728,South Sudan,2022,Population annual rate of increase (percent),1.5,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2022 Revision, last accessed July 2022."
